filename,image_path,mask_path,valid_pixels,ignore_pixels,total_pixels,valid_fraction,pixels_road,contains_road,pixels_sidewalk,contains_sidewalk,pixels_building,contains_building,pixels_wall,contains_wall,pixels_fence,contains_fence,pixels_pole,contains_pole,pixels_traffic_light,contains_traffic_light,pixels_traffic_sign,contains_traffic_sign,pixels_vegetation,contains_vegetation,pixels_terrain,contains_terrain,pixels_sky,contains_sky,pixels_person,contains_person,pixels_rider,contains_rider,pixels_car,contains_car,pixels_truck,contains_truck,pixels_bus,contains_bus,pixels_train,contains_train,pixels_motorcycle,contains_motorcycle,pixels_bicycle,contains_bicycle
000010_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000010_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000010_10.png,464397,1353,465750,0.9970950080515298,137107,1,43663,1,1202,1,0,0,0,0,9073,1,8182,1,8331,1,171250,1,21720,1,46801,1,0,0,184,1,16756,1,0,0,0,0,0,0,0,0,128,1
000011_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000011_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000011_10.png,463108,2642,465750,0.9943274288781535,133437,1,46753,1,1648,1,0,0,0,0,11551,1,11004,1,8125,1,168120,1,14430,1,46585,1,0,0,0,0,21455,1,0,0,0,0,0,0,0,0,0,0
000012_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000012_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000012_10.png,462557,3193,465750,0.9931443907675792,127261,1,47305,1,2055,1,0,0,0,0,12406,1,12612,1,8112,1,170905,1,19131,1,48073,1,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0
000013_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000013_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000013_10.png,459886,5864,465750,0.9874095544820183,145001,1,4214,1,11001,1,0,0,1558,1,14042,1,3707,1,10078,1,124942,1,24452,1,68177,1,2151,1,0,0,46193,1,1147,1,232,1,0,0,0,0,2991,1
000014_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000014_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000014_10.png,455180,10570,465750,0.9773054213633924,166155,1,12660,1,5529,1,0,0,2270,1,14779,1,5011,1,2305,1,126747,1,29151,1,66842,1,2032,1,0,0,16325,1,452,1,0,0,0,0,0,0,4922,1
000015_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000015_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000015_10.png,450231,15519,465750,0.9666795491143317,172747,1,16307,1,4445,1,0,0,1300,1,10930,1,2991,1,1958,1,122562,1,18206,1,64309,1,1579,1,0,0,14439,1,528,1,16416,1,0,0,0,0,1514,1
000016_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000016_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000016_10.png,451398,14352,465750,0.9691851851851851,178699,1,13804,1,3562,1,1374,1,1383,1,6817,1,3029,1,1841,1,126064,1,17851,1,66322,1,1689,1,0,0,10838,1,537,1,17588,1,0,0,0,0,0,0
000017_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000017_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000017_10.png,450074,15676,465750,0.9663424584004294,170808,1,10989,1,3859,1,0,0,2725,1,7584,1,2890,1,1201,1,119391,1,19485,1,67959,1,2162,1,0,0,22678,1,0,0,18343,1,0,0,0,0,0,0
000018_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000018_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000018_10.png,460513,5237,465750,0.9887557702630166,72593,1,1119,1,8782,1,0,0,44222,1,1434,1,0,0,598,1,153102,1,89006,1,45306,1,0,0,0,0,44202,1,149,1,0,0,0,0,0,0,0,0
000019_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000019_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000019_10.png,455986,9764,465750,0.9790359634997317,84297,1,367,1,3460,1,2082,1,50483,1,975,1,0,0,0,0,153478,1,96924,1,42259,1,0,0,0,0,21558,1,103,1,0,0,0,0,0,0,0,0
000020_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000020_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000020_10.png,450237,15513,465750,0.9666924315619968,74229,1,2832,1,314,1,0,0,42984,1,1814,1,0,0,129,1,153189,1,76752,1,40370,1,228,1,0,0,57396,1,0,0,0,0,0,0,0,0,0,0
000021_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000021_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000021_10.png,412566,53184,465750,0.8858099838969404,81528,1,0,0,8438,1,0,0,100900,1,1756,1,0,0,0,0,133626,1,72494,1,3795,1,0,0,0,0,10029,1,0,0,0,0,0,0,0,0,0,0
000022_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000022_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000022_10.png,453969,11781,465750,0.9747053140096619,161379,1,17908,1,0,0,7064,1,4648,1,8516,1,4982,1,628,1,189836,1,11872,1,17645,1,0,0,0,0,29491,1,0,0,0,0,0,0,0,0,0,0
000023_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000023_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000023_10.png,451926,13824,465750,0.9703188405797102,124058,1,6171,1,0,0,7304,1,10014,1,7706,1,3135,1,1870,1,181168,1,28604,1,36833,1,0,0,0,0,45063,1,0,0,0,0,0,0,0,0,0,0
000024_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000024_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000024_10.png,450722,15028,465750,0.9677337627482555,104857,1,31724,1,1856,1,6374,1,12614,1,6905,1,0,0,617,1,169517,1,30714,1,53092,1,0,0,0,0,32452,1,0,0,0,0,0,0,0,0,0,0
000025_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000025_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000025_10.png,461296,4454,465750,0.9904369296833065,86139,1,57533,1,7896,1,4428,1,51083,1,18753,1,0,0,4122,1,159748,1,18105,1,37730,1,0,0,0,0,15510,1,0,0,0,0,249,1,0,0,0,0
000026_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000026_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000026_10.png,461797,3953,465750,0.9915126140633387,97229,1,69284,1,21365,1,5405,1,6720,1,7035,1,0,0,3591,1,173739,1,24741,1,40759,1,0,0,0,0,11531,1,0,0,0,0,398,1,0,0,0,0
000027_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000027_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000027_10.png,460970,4780,465750,0.9897369833601718,88202,1,60535,1,10397,1,0,0,7318,1,1935,1,40,1,0,0,188564,1,32762,1,59235,1,0,0,0,0,11982,1,0,0,0,0,0,0,0,0,0,0
000028_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000028_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000028_10.png,459745,6005,465750,0.9871068169618894,84812,1,58548,1,3443,1,0,0,7212,1,4508,1,51,1,101,1,194586,1,20898,1,64485,1,51,1,0,0,21050,1,0,0,0,0,0,0,0,0,0,0
000029_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000029_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000029_10.png,458087,7663,465750,0.9835469672571122,89190,1,65203,1,2679,1,0,0,6042,1,5570,1,0,0,1267,1,189450,1,25548,1,62581,1,0,0,0,0,10557,1,0,0,0,0,0,0,0,0,0,0
000030_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000030_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000030_10.png,455810,9940,465750,0.9786580783682233,90090,1,34837,1,7060,1,0,0,1996,1,5762,1,0,0,35,1,222887,1,26294,1,62064,1,278,1,0,0,4507,1,0,0,0,0,0,0,0,0,0,0
000031_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000031_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000031_10.png,459185,6565,465750,0.9859044551798175,75666,1,42763,1,14709,1,0,0,899,1,7993,1,811,1,156,1,206421,1,31915,1,62597,1,1873,1,874,1,10808,1,0,0,579,1,0,0,120,1,1001,1
000032_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000032_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000032_10.png,457942,7808,465750,0.98323564143854,78632,1,33898,1,15216,1,0,0,1851,1,6931,1,63,1,196,1,208535,1,38981,1,61164,1,757,1,0,0,10928,1,619,1,171,1,0,0,0,0,0,0
000033_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000033_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000033_10.png,461634,4116,465750,0.9911626409017713,95196,1,45414,1,1072,1,0,0,2450,1,10772,1,91,1,115,1,216106,1,26079,1,50327,1,2488,1,0,0,10672,1,0,0,852,1,0,0,0,0,0,0
000034_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000034_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000034_10.png,437681,28069,465750,0.9397337627482555,83237,1,63423,1,26081,1,0,0,0,0,13872,1,8008,1,1667,1,114663,1,40048,1,72097,1,0,0,0,0,14142,1,0,0,0,0,0,0,0,0,443,1
000035_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000035_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000035_10.png,443765,21985,465750,0.9527965646806227,81670,1,4333,1,25074,1,0,0,0,0,5157,1,201,1,81,1,127240,1,102391,1,79428,1,0,0,1317,1,15505,1,125,1,0,0,0,0,0,0,1243,1
000036_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000036_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000036_10.png,442410,23340,465750,0.9498872785829308,88344,1,0,0,8187,1,0,0,0,0,7212,1,0,0,296,1,154227,1,98344,1,76977,1,0,0,0,0,8795,1,28,1,0,0,0,0,0,0,0,0
000037_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000037_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000037_10.png,440875,24875,465750,0.9465915190552872,80748,1,0,0,6200,1,0,0,0,0,8012,1,0,0,2545,1,157766,1,96877,1,72582,1,0,0,0,0,15814,1,331,1,0,0,0,0,0,0,0,0
000038_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000038_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000038_10.png,442359,23391,465750,0.9497777777777778,79780,1,0,0,4273,1,0,0,0,0,4417,1,0,0,3114,1,141614,1,109321,1,81919,1,0,0,0,0,17150,1,771,1,0,0,0,0,0,0,0,0
000039_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000039_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000039_10.png,441135,24615,465750,0.9471497584541063,89796,1,3499,1,4801,1,0,0,0,0,5703,1,93,1,443,1,93135,1,106620,1,124462,1,0,0,0,0,10732,1,1851,1,0,0,0,0,0,0,0,0
000040_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000040_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000040_10.png,447515,18235,465750,0.9608480944712828,88594,1,2592,1,5322,1,0,0,0,0,3069,1,38,1,139,1,97162,1,112488,1,125412,1,0,0,0,0,12699,1,0,0,0,0,0,0,0,0,0,0
000041_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000041_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000041_10.png,440532,25218,465750,0.9458550724637681,81434,1,2183,1,6337,1,0,0,0,0,5266,1,0,0,279,1,79561,1,119061,1,122432,1,0,0,0,0,23898,1,81,1,0,0,0,0,0,0,0,0
000042_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000042_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000042_10.png,439784,25966,465750,0.9442490606548578,89015,1,0,0,5607,1,0,0,0,0,10685,1,0,0,10190,1,63704,1,116132,1,133126,1,0,0,0,0,11031,1,294,1,0,0,0,0,0,0,0,0
000043_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000043_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000043_10.png,455841,9909,465750,0.9787246376811595,178765,1,23122,1,1005,1,0,0,0,0,22721,1,9870,1,3735,1,91549,1,11337,1,105581,1,0,0,0,0,8156,1,0,0,0,0,0,0,0,0,0,0
000044_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000044_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000044_10.png,456525,9225,465750,0.9801932367149758,176380,1,24010,1,1050,1,0,0,0,0,26024,1,8874,1,4592,1,90558,1,9180,1,105267,1,0,0,0,0,10590,1,0,0,0,0,0,0,0,0,0,0
000045_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000045_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000045_10.png,455963,9787,465750,0.9789865807836823,169889,1,16392,1,1467,1,0,0,0,0,21423,1,9519,1,3087,1,89547,1,6455,1,105220,1,0,0,0,0,32964,1,0,0,0,0,0,0,0,0,0,0
000046_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000046_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000046_10.png,455150,10600,465750,0.9772410091250671,173335,1,21930,1,2449,1,0,0,0,0,27646,1,8752,1,3950,1,89212,1,8841,1,104143,1,0,0,0,0,14892,1,0,0,0,0,0,0,0,0,0,0
000047_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000047_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000047_10.png,456200,9550,465750,0.979495437466452,164368,1,19089,1,964,1,0,0,0,0,23235,1,9875,1,4638,1,89309,1,6418,1,106041,1,0,0,0,0,32213,1,50,1,0,0,0,0,0,0,0,0
000048_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000048_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000048_10.png,456534,9216,465750,0.9802125603864734,168846,1,20560,1,1269,1,0,0,0,0,26914,1,9266,1,3594,1,89918,1,7148,1,104452,1,0,0,0,0,24499,1,68,1,0,0,0,0,0,0,0,0
000049_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000049_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000049_10.png,455971,9779,465750,0.979003757380569,132754,1,18379,1,0,0,0,0,0,0,18733,1,8390,1,2697,1,62199,1,6132,1,92305,1,0,0,0,0,62893,1,51489,1,0,0,0,0,0,0,0,0
000050_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000050_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000050_10.png,455733,10017,465750,0.9784927536231884,165768,1,21351,1,944,1,0,0,0,0,24209,1,7855,1,2837,1,72060,1,6295,1,104518,1,0,0,0,0,22054,1,27842,1,0,0,0,0,0,0,0,0
000051_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000051_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000051_10.png,454662,11088,465750,0.9761932367149758,171070,1,20472,1,1088,1,0,0,0,0,22238,1,9879,1,3636,1,81985,1,6691,1,106028,1,0,0,0,0,23838,1,7737,1,0,0,0,0,0,0,0,0
000052_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000052_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000052_10.png,455213,10537,465750,0.9773762748255502,158133,1,19495,1,1283,1,0,0,0,0,21595,1,10208,1,3544,1,84107,1,7218,1,106645,1,0,0,0,0,40331,1,2654,1,0,0,0,0,0,0,0,0
000053_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000053_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000053_10.png,454893,10857,465750,0.9766892109500805,181473,1,21137,1,1265,1,0,0,0,0,21627,1,9923,1,3121,1,83482,1,8505,1,105680,1,0,0,0,0,17924,1,756,1,0,0,0,0,0,0,0,0
000054_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000054_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000054_10.png,465092,658,465750,0.9985872249060654,72720,1,8528,1,0,0,0,0,0,0,1469,1,0,0,0,0,183629,1,168813,1,23384,1,0,0,0,0,6549,1,0,0,0,0,0,0,0,0,0,0
000055_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000055_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000055_10.png,465494,256,465750,0.9994503488996243,77319,1,0,0,0,0,0,0,0,0,2185,1,0,0,11,1,205545,1,149056,1,24419,1,0,0,154,1,6677,1,90,1,0,0,0,0,0,0,38,1
000056_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000056_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000056_10.png,465450,300,465750,0.9993558776167472,67897,1,10180,1,0,0,0,0,0,0,7407,1,0,0,12,1,219161,1,123375,1,22559,1,0,0,1425,1,11460,1,0,0,0,0,0,0,0,0,1974,1
000057_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000057_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000057_10.png,463406,2344,465750,0.9949672571121847,53364,1,26119,1,3582,1,0,0,473,1,5068,1,0,0,6531,1,212087,1,114150,1,36191,1,341,1,0,0,5500,1,0,0,0,0,0,0,0,0,0,0
000058_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000058_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000058_10.png,459638,6112,465750,0.9868770799785292,41015,1,15917,1,5028,1,0,0,3535,1,3960,1,0,0,296,1,204790,1,94308,1,35864,1,497,1,0,0,54428,1,0,0,0,0,0,0,0,0,0,0
000059_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000059_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000059_10.png,452689,13061,465750,0.9719570585077831,47948,1,24216,1,2309,1,0,0,5618,1,5688,1,0,0,420,1,202170,1,118542,1,30253,1,878,1,0,0,14647,1,0,0,0,0,0,0,0,0,0,0
000060_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000060_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000060_10.png,464621,1129,465750,0.9975759527643585,67101,1,0,0,0,0,0,0,0,0,1897,1,0,0,0,0,310636,1,63327,1,7211,1,0,0,0,0,70,1,14379,1,0,0,0,0,0,0,0,0
000061_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/image_2/000061_10.png,/home/hrusikesh-nishank/miniconda3/envs/Segmentation/Datasets/KITTI/training/semantic/000061_10.png,465750,0,465750,1.0,62791,1,0,0,0,0,0,0,0,0,81,1,0,0,0,0,336708,1,49786,1,10637,1,0,0,0,0,5747,1,0,0,0,0,0,0,0,0,0,0
